Referencia,Titular,NIF/CIF,Domicilio social,Localidad,Provincia,C. Postal,F. Concesion,F. Caducidad,Susceptible cesion,Susceptible mutualizacion,Obtenido por transferencia
CACA-1300169,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,29/07/2013,31/12/2023,true,,
...,11,12,13,14,15,16,17,18,19,20,...
CACA-1300209,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,02/09/2013,31/12/2023,true,,
CACA-1400075,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,27/03/2014,31/12/2024,true,,
CACA-1400253,UNIPREX . SA,A28782936,CALLE FUERTEVENTURA,SAN SEBASTIÁN DE LOS REYES,MADRID,28703,04/07/2014,31/12/2024,,,
CACA-1500196,TELEALCALA . SL,B72143027,"CL CAÑERAL, 23, ESC 5. 0º",ALCALA DEL VALLE,CÁDIZ,11693,17/04/2015,31/12/2025,true,,
CACA-1500363,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,06/07/2015,31/12/2025,true,,
CACA-1500375,ALSET ELECTRICA SL,B11026085,"CL MESON, 37. 0º",ALCALA DEL VALLE,CÁDIZ,11693,17/07/2015,30/06/2022,true,,
CACA-1500583,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,20/11/2015,31/12/2025,true,,
CACA-1500650,AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.,A41999913,"AVDA ANDALUCÍA, S/N.",SEVILLA,SEVILLA,41907,28/01/2016,31/12/2026,true,,
CACA-1500680,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,11/01/2016,31/12/2026,true,,
CACA-1600377,AIR WIFI SL,B72276702,"CL CARRETERA, 47. 0º",CONIL DE LA FRONTERA,CÁDIZ,11140,10/05/2016,31/12/2026,,,
...,11,12,13,14,15,16,17,18,19,20,...
CACA-1600483,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIU, 11.",MADRID,MADRID,28007,17/06/2016,31/12/2026,true,,
CACA-1600628,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,10/01/2017,31/12/2022,true,,
CACA-1600729,AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.,A41999913,"AVDA ANDALUCÍA, S/N.",SEVILLA,SEVILLA,41907,16/01/2017,31/12/2022,true,,
CACA-1700022,AVANT TELECOM & URBOTIC SL,B64217953,CALLE LAS AZALEAS,MARBELLA,MÁLAGA,29660,02/02/2017,31/12/2022,true,,
CACA-1700023,AVANT TELECOM & URBOTIC SL,B64217953,CALLE LAS AZALEAS,MARBELLA,MÁLAGA,29660,31/01/2017,31/12/2022,true,,
CACA-1700031,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,10/02/2017,31/12/2022,true,,
CACA-1700032,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIU, 11.",MADRID,MADRID,28007,10/02/2017,31/12/2022,true,,
CACA-1700059,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,21/03/2017,31/12/2022,true,,
CACA-1700061,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,14/03/2017,31/12/2022,true,,
CACA-1700062,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,21/03/2017,31/12/2022,true,,
...,11,12,13,14,15,16,17,18,19,20,...
CACA-1700090,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,19/05/2017,31/12/2022,true,,
CACA-1700117,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,19/05/2017,31/12/2022,true,,
CACA-1700209,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,12/07/2017,31/12/2022,true,,
CACA-1700232,DANIEL CALVILLO FABERO,74923569B,"CALLE P.I. LA PIEL, 18",UBRIQUE,CÁDIZ,11600,22/08/2017,31/12/2022,true,,
CACA-1700299,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,04/09/2017,31/12/2022,true,,
CACA-1700359,AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.,A41999913,AVDA ANDALUCIA,VALENCINA DE LA CONCECIÓN,SEVILLA,41907,19/10/2017,31/12/2022,true,,
CACA-1700362,AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.,A41999913,"AV ANDALUCÍA, S/N. 4º",SEVILLA,SEVILLA,41907,06/10/2017,31/12/2022,,,
CACA-1700363,AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.,A41999913,"AV ANDALUCÍA, S/N. 4º",SEVILLA,SEVILLA,41907,06/10/2017,31/12/2022,,,
CACA-1700375,AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.,A41999913,"AV ANDALUCÍA, S/N. 4º",SEVILLA,SEVILLA,41907,06/10/2017,31/12/2022,,,
CACA-1700430,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,18/01/2018,31/12/2023,true,,
...,11,12,13,14,15,16,17,18,19,20,...
CACA-1700431,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,18/01/2018,31/12/2023,true,,
CACA-1700432,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,18/01/2018,31/12/2023,true,,
CACA-1700433,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,18/01/2018,31/12/2023,true,,
CACA-1700434,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,23/01/2018,31/12/2023,true,,
CACA-1700435,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,18/01/2018,31/12/2023,true,,
CACA-1700450,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,15/12/2017,31/12/2022,true,,
CACA-1700451,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,22/11/2017,31/12/2022,true,,
CACA-1800004,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,01/02/2018,31/12/2023,true,,
CACA-1800017,AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.,A41999913,"AVDA ANDALUCIA, S/N.",SEVILLA,SEVILLA,41907,08/02/2018,31/12/2023,true,,
CACA-1800023,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,06/02/2018,31/12/2023,true,,
...,11,12,13,14,15,16,17,18,19,20,...
CACA-1800094,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,03/04/2018,31/12/2023,,,
CACA-1800110,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,27/04/2018,31/12/2023,true,,
CACA-1800247,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,31/05/2018,31/12/2023,true,,
CACA-1800337,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,17/07/2018,31/12/2023,true,,
CACA-1800509,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,05/10/2018,31/12/2023,true,,
CACA-1800651,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,30/11/2018,31/12/2023,true,,
CACA-1800667,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,10/01/2019,31/12/2024,true,,
CACA-1900042,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,08/02/2019,31/12/2024,true,,
CACA-1900346,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,05/04/2019,31/12/2024,,,
CACA-1900347,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,05/04/2019,31/12/2024,,,
...,11,12,13,14,15,16,17,18,19,20,...
CACA-1900613,AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.,A41999913,"AVDA ANDALUCÍA, S/N.",SEVILLA,SEVILLA,41907,21/06/2019,31/12/2024,true,,
CACA-1900886,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,09/10/2019,31/12/2024,true,,
CACA-1900899,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,09/10/2019,31/12/2024,,,
CACA-1901008,AXENT INFRAESTRUCTURAS DE TELECOMUNICACIONES SA,A88092127,"CL PEDRO TEIXEIRA, 8. 6º",MADRID,MADRID,28020,07/11/2019,31/12/2024,true,,
CACA-1901171,WIFISANCTIPETRI SOCIEDAD LIMITADA,B90158221,"CL GARCÍA DE VINUESA, 22. 2º B",SEVILLA,SEVILLA,41001,14/02/2020,31/12/2025,,,
CACA-1901188,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,31/01/2020,31/12/2025,true,,
CACA-1901189,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,31/01/2020,31/12/2025,true,,
CACA-2000123,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,05/05/2020,31/12/2025,true,,
CACA-2000196,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,14/05/2020,31/12/2025,,,
CACA-2000197,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,14/05/2020,31/12/2025,,,
...,21,22,23,24,25,26,27,28,29,30,...
CACA-2000198,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,14/05/2020,31/12/2025,,,
CACA-2000208,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,14/05/2020,31/12/2025,,,
CACA-2000237,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,26/05/2020,31/12/2025,,,
CACA-2000238,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,26/05/2020,31/12/2025,,,
CACA-2000257,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,29/05/2020,31/12/2025,,,
CACA-2000258,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,11/06/2020,31/12/2025,,,
CACA-2000270,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,11/06/2020,31/12/2025,,,
CACA-2000277,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,11/06/2020,31/12/2025,,,
CACA-2000285,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,11/06/2020,31/12/2025,,,
CACA-2000286,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,11/06/2020,31/12/2025,,,
...,21,22,23,24,25,26,27,28,29,30,...
CACA-2000347,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,11/06/2020,31/12/2025,,,
CACA-2000372,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,11/06/2020,31/12/2025,,,
CACA-2000373,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,11/06/2020,31/12/2025,,,
CACA-2000420,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,11/06/2020,31/12/2025,,,
CACA-2000425,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,11/06/2020,31/12/2025,,,
CACA-2000446,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,11/06/2020,31/12/2025,,,
CACA-2000447,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,11/06/2020,31/12/2025,,,
CACA-2000525,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,03/07/2020,31/12/2025,true,,
CACA-2000526,"RETEVISION I, S.A.UNIP.",A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,03/07/2020,31/12/2025,true,,
CACA-2000538,"RETEVISION I, S.A.U.",A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,03/07/2020,31/12/2025,true,,
...,21,22,23,24,25,26,27,28,29,30,...
CACA-2000714,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,14/07/2020,31/12/2025,,,
CACA-2000729,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,21/07/2020,31/12/2025,,,
CACA-2000746,"RETEVISION I, S.A.U.",A62275680,"CL JUAN ESPLANDIU, 11-13",MADRID,MADRID,28007,04/08/2020,31/12/2025,true,,
CACA-2000775,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1",POZUELO DE ALARCÓN,MADRID,28223,30/07/2020,31/12/2025,,,
CACA-2000848,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,25/08/2020,31/12/2025,,,
CACA-2000855,AXENT INFRAESTRUCTURAS DE TELECOMUNICACIONES SA,A88092127,"CALLE PEDRO TEIXEIRA, 8.",MADRID,MADRID,28020,27/08/2020,31/12/2025,true,,
CACA-2001024,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,09/10/2020,31/12/2025,,,
CACA-2001124,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,29/10/2020,31/12/2025,,,
CACA-2001207,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/11/2020,31/12/2025,true,,
CACA-2001373,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,28/12/2020,31/12/2025,,,
...,21,22,23,24,25,26,27,28,29,30,...
CACA-2100051,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,03/02/2021,31/12/2026,true,,
CACA-2100065,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,03/02/2021,31/12/2026,,,
CACA-2100090,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,12/02/2021,31/12/2026,,,
CACA-2100091,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,12/02/2021,31/12/2026,,,
CACA-2100116,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,12/02/2021,31/12/2026,,,
CACA-2100117,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,12/02/2021,31/12/2026,,,
CACA-2100165,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,01/03/2021,31/12/2026,true,,
CACA-2100433,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,16/04/2021,31/12/2026,true,,
CACA-2100448,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,16/04/2021,31/12/2026,,,
CACA-2100449,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,16/04/2021,31/12/2026,,,
...,21,22,23,24,25,26,27,28,29,30,...
CACA-2100527,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,27/04/2021,31/12/2026,,,
CACA-2100528,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,27/04/2021,31/12/2026,,,
CACA-2100529,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,27/04/2021,31/12/2026,,,
CACA-2100721,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,13/05/2021,31/12/2026,,,
CACA-2100741,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,17/05/2021,31/12/2026,,,
CACA-2100991,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,07/06/2021,31/12/2026,,,
CACA-2100992,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,07/06/2021,31/12/2026,,,
CACA-2100993,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,07/06/2021,31/12/2026,,,
CACA-2101122,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,,,
CACA-2101123,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,06/07/2021,31/12/2026,,,
...,21,22,23,24,25,26,27,28,29,30,...
CACA-2101396,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,30/08/2021,31/12/2026,,,
CACA-2101405,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,02/09/2021,31/12/2026,,,
CACA-2101466,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,14/10/2021,31/12/2026,,,
CACA-2101478,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,14/10/2021,31/12/2026,,,
CACA-2101479,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,14/10/2021,31/12/2026,true,,
CACA-2101508,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,14/10/2021,31/12/2026,,,
CACA-2101531,"RETEVISION I, S.A.U.",A62275680,"BRANC JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,29/10/2021,31/12/2026,true,,
CACA-2101560,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,22/11/2021,31/12/2026,,,
CACA-2101629,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,03/12/2021,31/12/2026,true,,
CACA-2101692,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/12/2021,31/12/2026,true,,
...,21,22,23,24,25,26,27,28,29,30,...
CACA-2200056,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,22/02/2022,31/12/2027,,,
CACA-2200057,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,14/03/2022,31/12/2027,,,
CACA-2200220,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,14/03/2022,31/12/2027,true,,
CACA-2200491,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,29/04/2022,31/12/2027,,,
CACA-2200492,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,29/04/2022,31/12/2027,,,
CACA-2200493,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,29/04/2022,31/12/2027,,,
CACA-2200494,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,29/04/2022,31/12/2027,,,
CACA-2200495,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,29/04/2022,31/12/2027,,,
CACA-2200496,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,12/05/2022,31/12/2027,,,
CACA-2200497,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,12/05/2022,31/12/2027,,,
...,21,22,23,24,25,26,27,28,29,30,...
CACA-2200498,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,12/05/2022,31/12/2027,,,
CACA-2200681,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,07/06/2022,31/12/2027,,,
CACA-2200728,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,16/06/2022,31/12/2027,true,,
CACA-2200729,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,30/06/2022,31/12/2027,,,
CACA-2200730,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,21/06/2022,31/12/2027,,,
CACA-2200731,"XFERA MOVILES, S.A.U.",A82528548,"AV BRUSELAS, 38",ALCBENDAS,MADRID,28108,21/06/2022,31/12/2027,true,,
CACA-2200732,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,21/06/2022,31/12/2027,true,,
CACA-2200733,VODAFONE ONO S.A.,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,21/06/2022,31/12/2027,true,,
CACA-2200789,"TRADIA TELECOM, S.A.",A61902045,"PASEO PASEO DE LA ZONA FRANCA, 105.",BARCELONA,BARCELONA,08038,05/07/2022,31/12/2027,true,,
CACA-2200817,"ORANGE ESPAGNE, S.A.U",A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCON,MADRID,28223,05/07/2022,31/12/2027,,,
...,21,22,23,24,25,26,27,28,29,30,...
CAZZ-0700145,AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.,A41999913,"AVDA ANDALUCÍA, S/N.",SEVILLA,SEVILLA,41907,19/11/2007,31/12/2022,true,,
CAZZ-1500429,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,24/09/2015,31/12/2025,true,,
CAZZ-1700068,AIRE NETWORKS DEL MEDITERRANEO SL,B53704599,"CL SANTIAGO RAMON Y CAJAL (PARQUE EMPRESARIAL), 11",TORRELLANO,ALICANTE/ALACANT,03320,21/03/2017,31/12/2022,true,,
CAZZ-1800627,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,08/11/2018,31/12/2023,true,,
CAZZ-2001187,AXENT INFRAESTRUCTURAS DE TELECOMUNICACIONES SA,A88092127,"CALLE PEDRO TEIXEIRA, 8. 6º",MADRID,MADRID,28020,14/12/2020,31/12/2025,,,
COCO-0600040,PROCONO SAU,A14049506,"CALLE ALDERETE, 22.",MALAGA,MÁLAGA,29013,21/11/2006,31/12/2026,true,,
COCO-0700142,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,21/08/2007,31/12/2022,true,,
COCO-0800223,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,21/11/2008,31/12/2023,true,,
COCO-0900007,AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL,B53704599,"CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL)",ELCHE,ALICANTE/ALACANT,03203,19/02/2009,31/12/2024,true,,
COCO-1000009,"CANCIONERO, S.L.",B14541924,"VIA PLAZA DE SAN ANTÓN, 2",BAENA,CÓRDOBA,14850,30/07/2010,31/12/2025,true,,
...,21,22,23,24,25,26,27,28,29,30,...
