;Referencia;Titular;NIF/CIF;Domicilio social;Localidad;Provincia;C. Postal;F. Concesion;F. Caducidad;Susceptible cesion;Susceptible mutualizacion;Obtenido por transferencia;dia_concesion;mes_concesion;año_concesion
148;CACA-0800039;TRADIA TELECOM, S.A.;A61902045;PASEO PASEO DE LA ZONA FRANCA, 105.;BARCELONA;BARCELONA;8038;2008-03-25;2023-12-31;True;False;False;5759;480;16
149;CACA-0900015;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2009-04-03;2024-12-31;False;False;False;5751;479;16
150;CACA-0900097;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;2009-07-20;2024-12-31;True;False;True;5643;470;16
151;CACA-1000064;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AVDA ANDALUCÍA;SEVILLA;SEVILLA;41907;2010-04-26;2025-12-31;True;False;False;5728;477;16
152;CACA-1000119;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AVDA ANDALUCÍA, S/N.;SEVILLA;SEVILLA;41907;2010-10-14;2025-12-31;True;False;False;5557;463;15
154;CACA-1000141;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AVDA ANDALUCÍA, S/N.;SEVILLA;SEVILLA;41907;2010-10-11;2025-12-31;True;False;False;5560;463;15
155;CACA-1200011;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2012-09-05;2022-12-31;False;False;False;3769;314;10
156;CACA-1200068;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2012-08-30;2022-12-31;True;False;False;3775;315;10
157;CACA-1200212;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-08-30;2022-12-31;True;False;False;3775;315;10
158;CACA-1200213;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-08-30;2022-12-31;True;False;False;3775;315;10
159;CACA-1200518;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-04-02;2023-12-31;True;False;False;3925;327;11
160;CACA-1300002;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-02-25;2023-12-31;True;False;False;3961;330;11
161;CACA-1300133;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-06-21;2023-12-31;True;False;False;3845;320;11
162;CACA-1300168;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-07-29;2023-12-31;True;False;False;3807;317;11
163;CACA-1300169;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-07-29;2023-12-31;True;False;False;3807;317;11
165;CACA-1300209;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-02-09;2023-12-31;True;False;False;3977;331;11
166;CACA-1400075;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2014-03-27;2024-12-31;True;False;False;3932;328;11
167;CACA-1400253;UNIPREX . SA;A28782936;CALLE FUERTEVENTURA;SAN SEBASTIÁN DE LOS REYES;MADRID;28703;2014-04-07;2024-12-31;False;False;False;3921;327;11
168;CACA-1500196;TELEALCALA . SL;B72143027;CL CAÑERAL, 23, ESC 5. 0º;ALCALA DEL VALLE;CÁDIZ;11693;2015-04-17;2025-12-31;True;False;False;3911;326;11
169;CACA-1500363;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2015-06-07;2025-12-31;True;False;False;3860;322;11
170;CACA-1500375;ALSET ELECTRICA SL;B11026085;CL MESON, 37. 0º;ALCALA DEL VALLE;CÁDIZ;11693;2015-07-17;2022-06-30;True;False;False;2540;212;7
171;CACA-1500583;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2015-11-20;2025-12-31;True;False;False;3694;308;10
172;CACA-1500650;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AVDA ANDALUCÍA, S/N.;SEVILLA;SEVILLA;41907;2016-01-28;2026-12-31;True;False;False;3990;332;11
173;CACA-1500680;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2016-11-01;2026-12-31;True;False;False;3712;309;10
174;CACA-1600377;AIR WIFI SL;B72276702;CL CARRETERA, 47. 0º;CONIL DE LA FRONTERA;CÁDIZ;11140;2016-10-05;2026-12-31;False;False;False;3739;312;10
176;CACA-1600483;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIU, 11.;MADRID;MADRID;28007;2016-06-17;2026-12-31;True;False;False;3849;321;11
177;CACA-1600628;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-10-01;2022-12-31;True;False;False;1917;160;5
178;CACA-1600729;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AVDA ANDALUCÍA, S/N.;SEVILLA;SEVILLA;41907;2017-01-16;2022-12-31;True;False;False;2175;181;6
179;CACA-1700022;AVANT TELECOM & URBOTIC SL;B64217953;CALLE LAS AZALEAS;MARBELLA;MÁLAGA;29660;2017-02-02;2022-12-31;True;False;False;2158;180;6
180;CACA-1700023;AVANT TELECOM & URBOTIC SL;B64217953;CALLE LAS AZALEAS;MARBELLA;MÁLAGA;29660;2017-01-31;2022-12-31;True;False;False;2160;180;6
181;CACA-1700031;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2017-10-02;2022-12-31;True;False;False;1916;160;5
182;CACA-1700032;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIU, 11.;MADRID;MADRID;28007;2017-10-02;2022-12-31;True;False;False;1916;160;5
183;CACA-1700059;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-03-21;2022-12-31;True;False;False;2111;176;6
184;CACA-1700061;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2017-03-14;2022-12-31;True;False;False;2118;176;6
185;CACA-1700062;ORANGE ESPAGNE SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2017-03-21;2022-12-31;True;False;False;2111;176;6
187;CACA-1700090;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2017-05-19;2022-12-31;True;False;False;2052;171;6
188;CACA-1700117;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-05-19;2022-12-31;True;False;False;2052;171;6
189;CACA-1700209;ORANGE ESPAGNE SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2017-12-07;2022-12-31;True;False;False;1850;154;5
190;CACA-1700232;DANIEL CALVILLO FABERO;74923569B;CALLE P.I. LA PIEL, 18;UBRIQUE;CÁDIZ;11600;2017-08-22;2022-12-31;True;False;False;1957;163;5
191;CACA-1700299;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2017-04-09;2022-12-31;True;False;False;2092;174;6
192;CACA-1700359;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AVDA ANDALUCIA;VALENCINA DE LA CONCECIÓN;SEVILLA;41907;2017-10-19;2022-12-31;True;False;False;1899;158;5
193;CACA-1700362;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AV ANDALUCÍA, S/N. 4º;SEVILLA;SEVILLA;41907;2017-06-10;2022-12-31;False;False;False;2030;169;6
194;CACA-1700363;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AV ANDALUCÍA, S/N. 4º;SEVILLA;SEVILLA;41907;2017-06-10;2022-12-31;False;False;False;2030;169;6
195;CACA-1700375;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AV ANDALUCÍA, S/N. 4º;SEVILLA;SEVILLA;41907;2017-06-10;2022-12-31;False;False;False;2030;169;6
196;CACA-1700430;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-01-18;2023-12-31;True;False;False;2173;181;6
198;CACA-1700431;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-01-18;2023-12-31;True;False;False;2173;181;6
199;CACA-1700432;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-01-18;2023-12-31;True;False;False;2173;181;6
200;CACA-1700433;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-01-18;2023-12-31;True;False;False;2173;181;6
201;CACA-1700434;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-01-23;2023-12-31;True;False;False;2168;181;6
202;CACA-1700435;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-01-18;2023-12-31;True;False;False;2173;181;6
203;CACA-1700450;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2017-12-15;2022-12-31;True;False;False;1842;154;5
204;CACA-1700451;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2017-11-22;2022-12-31;True;False;False;1865;155;5
205;CACA-1800004;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-01-02;2023-12-31;True;False;False;2189;182;6
206;CACA-1800017;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AVDA ANDALUCIA, S/N.;SEVILLA;SEVILLA;41907;2018-08-02;2023-12-31;True;False;False;1977;165;5
207;CACA-1800023;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-06-02;2023-12-31;True;False;False;2038;170;6
209;CACA-1800094;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2018-03-04;2023-12-31;False;False;False;2128;177;6
210;CACA-1800110;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2018-04-27;2023-12-31;True;False;False;2074;173;6
211;CACA-1800247;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2018-05-31;2023-12-31;True;False;False;2040;170;6
212;CACA-1800337;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2018-07-17;2023-12-31;True;False;False;1993;166;6
213;CACA-1800509;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2018-05-10;2023-12-31;True;False;False;2061;172;6
214;CACA-1800651;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2018-11-30;2023-12-31;True;False;False;1857;155;5
215;CACA-1800667;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2019-10-01;2024-12-31;True;False;False;1918;160;5
216;CACA-1900042;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2019-08-02;2024-12-31;True;False;False;1978;165;5
217;CACA-1900346;ORANGE ESPAGNE SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-05-04;2024-12-31;False;False;False;2068;172;6
218;CACA-1900347;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2019-05-04;2024-12-31;False;False;False;2068;172;6
220;CACA-1900613;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AVDA ANDALUCÍA, S/N.;SEVILLA;SEVILLA;41907;2019-06-21;2024-12-31;True;False;False;2020;168;6
221;CACA-1900886;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-09-10;2024-12-31;True;False;False;1939;162;5
222;CACA-1900899;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-09-10;2024-12-31;False;False;False;1939;162;5
223;CACA-1901008;AXENT INFRAESTRUCTURAS DE TELECOMUNICACIONES SA;A88092127;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;2019-07-11;2024-12-31;True;False;False;2000;167;6
224;CACA-1901171;WIFISANCTIPETRI SOCIEDAD LIMITADA;B90158221;CL GARCÍA DE VINUESA, 22. 2º B;SEVILLA;SEVILLA;41001;2020-02-14;2025-12-31;False;False;False;2147;179;6
225;CACA-1901188;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-01-31;2025-12-31;True;False;False;2161;180;6
226;CACA-1901189;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-01-31;2025-12-31;True;False;False;2161;180;6
227;CACA-2000123;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-05-05;2025-12-31;True;False;False;2066;172;6
228;CACA-2000196;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2020-05-14;2025-12-31;False;False;False;2057;171;6
229;CACA-2000197;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-05-14;2025-12-31;False;False;False;2057;171;6
231;CACA-2000198;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-05-14;2025-12-31;False;False;False;2057;171;6
232;CACA-2000208;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-05-14;2025-12-31;False;False;False;2057;171;6
233;CACA-2000237;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2020-05-26;2025-12-31;False;False;False;2045;170;6
234;CACA-2000238;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-05-26;2025-12-31;False;False;False;2045;170;6
235;CACA-2000257;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-05-29;2025-12-31;False;False;False;2042;170;6
236;CACA-2000258;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
237;CACA-2000270;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
238;CACA-2000277;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
239;CACA-2000285;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
240;CACA-2000286;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
242;CACA-2000347;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
243;CACA-2000372;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
244;CACA-2000373;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
245;CACA-2000420;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
246;CACA-2000425;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
247;CACA-2000446;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
248;CACA-2000447;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-11-06;2025-12-31;False;False;False;1881;157;5
249;CACA-2000525;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2020-03-07;2025-12-31;True;False;False;2125;177;6
250;CACA-2000526;RETEVISION I, S.A.UNIP.;A62275680;CL JUAN ESPLANDIU, 11-13;MADRID;MADRID;28007;2020-03-07;2025-12-31;True;False;False;2125;177;6
251;CACA-2000538;RETEVISION I, S.A.U.;A62275680;CL JUAN ESPLANDIU, 11-13;MADRID;MADRID;28007;2020-03-07;2025-12-31;True;False;False;2125;177;6
253;CACA-2000714;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-07-14;2025-12-31;False;False;False;1996;166;6
254;CACA-2000729;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-07-21;2025-12-31;False;False;False;1989;166;6
255;CACA-2000746;RETEVISION I, S.A.U.;A62275680;CL JUAN ESPLANDIU, 11-13;MADRID;MADRID;28007;2020-04-08;2025-12-31;True;False;False;2093;174;6
256;CACA-2000775;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1;POZUELO DE ALARCÓN;MADRID;28223;2020-07-30;2025-12-31;False;False;False;1980;165;6
257;CACA-2000848;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-08-25;2025-12-31;False;False;False;1954;163;5
258;CACA-2000855;AXENT INFRAESTRUCTURAS DE TELECOMUNICACIONES SA;A88092127;CALLE PEDRO TEIXEIRA, 8.;MADRID;MADRID;28020;2020-08-27;2025-12-31;True;False;False;1952;163;5
259;CACA-2001024;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-09-10;2025-12-31;False;False;False;1938;162;5
260;CACA-2001124;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-10-29;2025-12-31;False;False;False;1889;157;5
261;CACA-2001207;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-11-20;2025-12-31;True;False;False;1867;156;5
262;CACA-2001373;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-12-28;2025-12-31;False;False;False;1829;152;5
264;CACA-2100051;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-03-02;2026-12-31;True;False;False;2130;178;6
265;CACA-2100065;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-03-02;2026-12-31;False;False;False;2130;178;6
266;CACA-2100090;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-12-02;2026-12-31;False;False;False;1855;155;5
267;CACA-2100091;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-12-02;2026-12-31;False;False;False;1855;155;5
268;CACA-2100116;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-12-02;2026-12-31;False;False;False;1855;155;5
269;CACA-2100117;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-12-02;2026-12-31;False;False;False;1855;155;5
270;CACA-2100165;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2021-01-03;2026-12-31;True;False;False;2188;182;6
271;CACA-2100433;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-04-16;2026-12-31;True;False;False;2085;174;6
272;CACA-2100448;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-04-16;2026-12-31;False;False;False;2085;174;6
273;CACA-2100449;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-04-16;2026-12-31;False;False;False;2085;174;6
275;CACA-2100527;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-04-27;2026-12-31;False;False;False;2074;173;6
276;CACA-2100528;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-04-27;2026-12-31;False;False;False;2074;173;6
277;CACA-2100529;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-04-27;2026-12-31;False;False;False;2074;173;6
278;CACA-2100721;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-05-13;2026-12-31;False;False;False;2058;172;6
279;CACA-2100741;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-05-17;2026-12-31;False;False;False;2054;171;6
280;CACA-2100991;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-07-06;2026-12-31;False;False;False;2004;167;6
281;CACA-2100992;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-07-06;2026-12-31;False;False;False;2004;167;6
282;CACA-2100993;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-07-06;2026-12-31;False;False;False;2004;167;6
283;CACA-2101122;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-06-07;2026-12-31;False;False;False;2033;169;6
284;CACA-2101123;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-06-07;2026-12-31;False;False;False;2033;169;6
286;CACA-2101396;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-08-30;2026-12-31;False;False;False;1949;162;5
287;CACA-2101405;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-02-09;2026-12-31;False;False;False;2151;179;6
288;CACA-2101466;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-10-14;2026-12-31;False;False;False;1904;159;5
289;CACA-2101478;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-10-14;2026-12-31;False;False;False;1904;159;5
290;CACA-2101479;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-10-14;2026-12-31;True;False;False;1904;159;5
291;CACA-2101508;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-10-14;2026-12-31;False;False;False;1904;159;5
292;CACA-2101531;RETEVISION I, S.A.U.;A62275680;BRANC JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2021-10-29;2026-12-31;True;False;False;1889;157;5
293;CACA-2101560;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-11-22;2026-12-31;False;False;False;1865;155;5
294;CACA-2101629;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-03-12;2026-12-31;True;False;False;2120;177;6
295;CACA-2101692;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-12-20;2026-12-31;True;False;False;1837;153;5
297;CACA-2200056;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2022-02-22;2027-12-31;False;False;False;2138;178;6
298;CACA-2200057;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2022-03-14;2027-12-31;False;False;False;2118;176;6
299;CACA-2200220;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-03-14;2027-12-31;True;False;False;2118;176;6
300;CACA-2200491;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-29;2027-12-31;False;False;False;2072;173;6
301;CACA-2200492;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-29;2027-12-31;False;False;False;2072;173;6
